#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
junglek;junglek;Arcade;;;;;;;;;;;;;;
jungler;jungler;Arcade;;;;;;;;;;;;;;
junofrst;junofrst;Arcade;;;;;;;;;;;;;;
kageki;kageki;Arcade;;;;;;;;;;;;;;
kamikaze;kamikaze;Arcade;;;;;;;;;;;;;;
kamikcab;kamikcab;Arcade;;;;;;;;;;;;;;
kangaroo;kangaroo;Arcade;;;;;;;;;;;;;;
kaos;kaos;Arcade;;;;;;;;;;;;;;
karatblz;karatblz;Arcade;;;;;;;;;;;;;;
karatour;karatour;Arcade;;;;;;;;;;;;;;
karnov;karnov;Arcade;;;;;;;;;;;;;;
kazan;kazan;Arcade;;;;;;;;;;;;;;
kbash;kbash;Arcade;;;;;;;;;;;;;;
kchamp;kchamp;Arcade;;;;;;;;;;;;;;
ket;ket;Arcade;;;;;;;;;;;;;;
kicker;kicker;Arcade;;;;;;;;;;;;;;
kidniki;kidniki;Arcade;;;;;;;;;;;;;;
kikikai;kikikai;Arcade;;;;;;;;;;;;;;
killcom;killcom;Arcade;;;;;;;;;;;;;;
kingball;kingball;Arcade;;;;;;;;;;;;;;
kingdmgp;kingdmgp;Arcade;;;;;;;;;;;;;;
kingofb;kingofb;Arcade;;;;;;;;;;;;;;
knckhead;knckhead;Arcade;;;;;;;;;;;;;;
kncljoe;kncljoe;Arcade;;;;;;;;;;;;;;
knights;knights;Arcade;;;;;;;;;;;;;;
kod;kod;Arcade;;;;;;;;;;;;;;
kozure;kozure;Arcade;;;;;;;;;;;;;;
kroozr;kroozr;Arcade;;;;;;;;;;;;;;
krull;krull;Arcade;;;;;;;;;;;;;;
kungfum;kungfum;Arcade;;;;;;;;;;;;;;
kurikint;kurikint;Arcade;;;;;;;;;;;;;;
kyros;kyros;Arcade;;;;;;;;;;;;;;
ladybug;ladybug;Arcade;;;;;;;;;;;;;;
lasso;lasso;Arcade;;;;;;;;;;;;;;
lastday;lastday;Arcade;;;;;;;;;;;;;;
lastduel;lastduel;Arcade;;;;;;;;;;;;;;
lasthope;lasthope;Arcade;;;;;;;;;;;;;;
lastmisn;lastmisn;Arcade;;;;;;;;;;;;;;
lazercmd;lazercmd;Arcade;;;;;;;;;;;;;;
ldrun;ldrun;Arcade;;;;;;;;;;;;;;
ldrun2;ldrun2;Arcade;;;;;;;;;;;;;;
ldrun3;ldrun3;Arcade;;;;;;;;;;;;;;
ldrun4;ldrun4;Arcade;;;;;;;;;;;;;;
legend;legend;Arcade;;;;;;;;;;;;;;
legion;legion;Arcade;;;;;;;;;;;;;;
lethalth;lethalth;Arcade;;;;;;;;;;;;;;
levers;levers;Arcade;;;;;;;;;;;;;;
lgtnfght;lgtnfght;Arcade;;;;;;;;;;;;;;
liberate;liberate;Arcade;;;;;;;;;;;;;;
liquidk;liquidk;Arcade;;;;;;;;;;;;;;
lizwiz;lizwiz;Arcade;;;;;;;;;;;;;;
lkage;lkage;Arcade;;;;;;;;;;;;;;
lnc;lnc;Arcade;;;;;;;;;;;;;;
lockonph;lockonph;Arcade;;;;;;;;;;;;;;
locomotn;locomotn;Arcade;;;;;;;;;;;;;;
loderndf;loderndf;Arcade;;;;;;;;;;;;;;
loht;loht;Arcade;;;;;;;;;;;;;;
lomakai;lomakai;Arcade;;;;;;;;;;;;;;
looping;looping;Arcade;;;;;;;;;;;;;;
losttomb;losttomb;Arcade;;;;;;;;;;;;;;
lrescue;lrescue;Arcade;;;;;;;;;;;;;;
lsasquad;lsasquad;Arcade;;;;;;;;;;;;;;
ltswords;ltswords;Arcade;;;;;;;;;;;;;;
lwings;lwings;Arcade;;;;;;;;;;;;;;
m660;m660;Arcade;;;;;;;;;;;;;;
machomou;machomou;Arcade;;;;;;;;;;;;;;
macross;macross;Arcade;;;;;;;;;;;;;;
macross2;macross2;Arcade;;;;;;;;;;;;;;
macrossp;macrossp;Arcade;;;;;;;;;;;;;;
madalien;madalien;Arcade;;;;;;;;;;;;;;
madcrash;madcrash;Arcade;;;;;;;;;;;;;;
madmotor;madmotor;Arcade;;;;;;;;;;;;;;
madshark;madshark;Arcade;;;;;;;;;;;;;;
magmax;magmax;Arcade;;;;;;;;;;;;;;
mainevt;mainevt;Arcade;;;;;;;;;;;;;;
majtitle;majtitle;Arcade;;;;;;;;;;;;;;
mappy;mappy;Arcade;;;;;;;;;;;;;;
marble;marble;Arcade;;;;;;;;;;;;;;
marineb;marineb;Arcade;;;;;;;;;;;;;;
mariner;mariner;Arcade;;;;;;;;;;;;;;
mario;mario;Arcade;;;;;;;;;;;;;;
markham;markham;Arcade;;;;;;;;;;;;;;
mars;mars;Arcade;;;;;;;;;;;;;;
marvins;marvins;Arcade;;;;;;;;;;;;;;
marvland;marvland;Arcade;;;;;;;;;;;;;;
masterw;masterw;Arcade;;;;;;;;;;;;;;
matmania;matmania;Arcade;;;;;;;;;;;;;;
mazinger;mazinger;Arcade;;;;;;;;;;;;;;
mbombrd;mbombrd;Arcade;;;;;;;;;;;;;;
mcatadv;mcatadv;Arcade;;;;;;;;;;;;;;
megablst;megablst;Arcade;;;;;;;;;;;;;;
megadon;megadon;Arcade;;;;;;;;;;;;;;
megaman;megaman;Arcade;;;;;;;;;;;;;;
megaman2;megaman2;Arcade;;;;;;;;;;;;;;
megatack;megatack;Arcade;;;;;;;;;;;;;;
megazone;megazone;Arcade;;;;;;;;;;;;;;
mercs;mercs;Arcade;;;;;;;;;;;;;;
merlinmm;merlinmm;Arcade;;;;;;;;;;;;;;
metafox;metafox;Arcade;;;;;;;;;;;;;;
metalb;metalb;Arcade;;;;;;;;;;;;;;
metamrph;metamrph;Arcade;;;;;;;;;;;;;;
metlfrzr;metlfrzr;Arcade;;;;;;;;;;;;;;
metlsavr;metlsavr;Arcade;;;;;;;;;;;;;;
metmqstr;metmqstr;Arcade;;;;;;;;;;;;;;
metrocrs;metrocrs;Arcade;;;;;;;;;;;;;;
mgcrystl;mgcrystl;Arcade;;;;;;;;;;;;;;
mhavoc;mhavoc;Arcade;;;;;;;;;;;;;;
mia;mia;Arcade;;;;;;;;;;;;;;
midres;midres;Arcade;;;;;;;;;;;;;;
mightguy;mightguy;Arcade;;;;;;;;;;;;;;
mikie;mikie;Arcade;;;;;;;;;;;;;;
milliped;milliped;Arcade;;;;;;;;;;;;;;
mimonkey;mimonkey;Arcade;;;;;;;;;;;;;;
minefld;minefld;Arcade;;;;;;;;;;;;;;
minigolf;minigolf;Arcade;;;;;;;;;;;;;;
mirax;mirax;Arcade;;;;;;;;;;;;;;
mirninja;mirninja;Arcade;;;;;;;;;;;;;;
missile;missile;Arcade;;;;;;;;;;;;;;
mk;mk;Arcade;;;;;;;;;;;;;;
mk2;mk2;Arcade;;;;;;;;;;;;;;
mk3;mk3;Arcade;;;;;;;;;;;;;;
mmatrix;mmatrix;Arcade;;;;;;;;;;;;;;
mmaulers;mmaulers;Arcade;;;;;;;;;;;;;;
mmaze;mmaze;Arcade;;;;;;;;;;;;;;
mnight;mnight;Arcade;;;;;;;;;;;;;;
mofflott;mofflott;Arcade;;;;;;;;;;;;;;
moguchan;moguchan;Arcade;;;;;;;;;;;;;;
momoko;momoko;Arcade;;;;;;;;;;;;;;
monsterb;monsterb;Arcade;;;;;;;;;;;;;;
monymony;monymony;Arcade;;;;;;;;;;;;;;
moomesa;moomesa;Arcade;;;;;;;;;;;;;;
moonal2;moonal2;Arcade;;;;;;;;;;;;;;
mooncrst;mooncrst;Arcade;;;;;;;;;;;;;;
moonqsr;moonqsr;Arcade;;;;;;;;;;;;;;
moonwar;moonwar;Arcade;;;;;;;;;;;;;;
mouser;mouser;Arcade;;;;;;;;;;;;;;
mpang;mpang;Arcade;;;;;;;;;;;;;;
mpatrol;mpatrol;Arcade;;;;;;;;;;;;;;
mplanets;mplanets;Arcade;;;;;;;;;;;;;;
mrdo;mrdo;Arcade;;;;;;;;;;;;;;
mrflea;mrflea;Arcade;;;;;;;;;;;;;;
mrgoemon;mrgoemon;Arcade;;;;;;;;;;;;;;
mrkougar;mrkougar;Arcade;;;;;;;;;;;;;;
mrtnt;mrtnt;Arcade;;;;;;;;;;;;;;
mrviking;mrviking;Arcade;;;;;;;;;;;;;;
ms5pcb;ms5pcb;Arcade;;;;;;;;;;;;;;
msgundam;msgundam;Arcade;;;;;;;;;;;;;;
msh;msh;Arcade;;;;;;;;;;;;;;
mshuttle;mshuttle;Arcade;;;;;;;;;;;;;;
mshvsf;mshvsf;Arcade;;;;;;;;;;;;;;
msisaac;msisaac;Arcade;;;;;;;;;;;;;;
mspacman;mspacman;Arcade;;;;;;;;;;;;;;
mstworld;mstworld;Arcade;;;;;;;;;;;;;;
msword;msword;Arcade;;;;;;;;;;;;;;
mtwins;mtwins;Arcade;;;;;;;;;;;;;;
mugsmash;mugsmash;Arcade;;;;;;;;;;;;;;
mustache;mustache;Arcade;;;;;;;;;;;;;;
mustang;mustang;Arcade;;;;;;;;;;;;;;
mutantf;mutantf;Arcade;;;;;;;;;;;;;;
mvsc;mvsc;Arcade;;;;;;;;;;;;;;
mwalk;mwalk;Arcade;;;;;;;;;;;;;;
mx5000;mx5000;Arcade;;;;;;;;;;;;;;
myhero;myhero;Arcade;;;;;;;;;;;;;;
mysticri;mysticri;Arcade;;;;;;;;;;;;;;
mystston;mystston;Arcade;;;;;;;;;;;;;;
mystwarr;mystwarr;Arcade;;;;;;;;;;;;;;
narc;narc;Arcade;;;;;;;;;;;;;;
nastar;nastar;Arcade;;;;;;;;;;;;;;
natodef;natodef;Arcade;;;;;;;;;;;;;;
nbajam;nbajam;Arcade;;;;;;;;;;;;;;
nbbatman;nbbatman;Arcade;;;;;;;;;;;;;;
nemesis;nemesis;Arcade;;;;;;;;;;;;;;
nemo;nemo;Arcade;;;;;;;;;;;;;;
neobattl;neobattl;Arcade;;;;;;;;;;;;;;
newsin7;newsin7;Arcade;;;;;;;;;;;;;;
nibbler;nibbler;Arcade;;;;;;;;;;;;;;
ninclown;ninclown;Arcade;;;;;;;;;;;;;;
ninjak;ninjak;Arcade;;;;;;;;;;;;;;
ninjakd2;ninjakd2;Arcade;;;;;;;;;;;;;;
ninjakun;ninjakun;Arcade;;;;;;;;;;;;;;
ninjaw;ninjaw;Arcade;;;;;;;;;;;;;;
ninjemak;ninjemak;Arcade;;;;;;;;;;;;;;
nitrobal;nitrobal;Arcade;;;;;;;;;;;;;;
nmouse;nmouse;Arcade;;;;;;;;;;;;;;
nost;nost;Arcade;;;;;;;;;;;;;;
nova2001;nova2001;Arcade;;;;;;;;;;;;;;
nrallyx;nrallyx;Arcade;;;;;;;;;;;;;;
nslasher;nslasher;Arcade;;;;;;;;;;;;;;
nspirit;nspirit;Arcade;;;;;;;;;;;;;;
nwarr;nwarr;Arcade;;;;;;;;;;;;;;
offroad;offroad;Arcade;;;;;;;;;;;;;;
offroadt;offroadt;Arcade;;;;;;;;;;;;;;
omegaf;omegaf;Arcade;;;;;;;;;;;;;;
onna34ro;onna34ro;Arcade;;;;;;;;;;;;;;
opwolf;opwolf;Arcade;;;;;;;;;;;;;;
ordyne;ordyne;Arcade;;;;;;;;;;;;;;
oscar;oscar;Arcade;;;;;;;;;;;;;;
osman;osman;Arcade;;;;;;;;;;;;;;
othunder;othunder;Arcade;;;;;;;;;;;;;;
outrun;outrun;Arcade;;;;;;;;;;;;;;
outzone;outzone;Arcade;;;;;;;;;;;;;;
p47;p47;Arcade;;;;;;;;;;;;;;
pacland;pacland;Arcade;;;;;;;;;;;;;;
pacman;pacman;Arcade;;;;;;;;;;;;;;
pacmania;pacmania;Arcade;;;;;;;;;;;;;;
pacnpal;pacnpal;Arcade;;;;;;;;;;;;;;
pacplus;pacplus;Arcade;;;;;;;;;;;;;;
pandoras;pandoras;Arcade;;;;;;;;;;;;;;
pang;pang;Arcade;;;;;;;;;;;;;;
pang3;pang3;Arcade;;;;;;;;;;;;;;
panic;panic;Arcade;;;;;;;;;;;;;;
paperboy;paperboy;Arcade;;;;;;;;;;;;;;
parodius;parodius;Arcade;;;;;;;;;;;;;;
pass;pass;Arcade;;;;;;;;;;;;;;
passsht;passsht;Arcade;;;;;;;;;;;;;;
pbaction;pbaction;Arcade;;;;;;;;;;;;;;
pballoon;pballoon;Arcade;;;;;;;;;;;;;;
pbobble;pbobble;Arcade;;;;;;;;;;;;;;
pcktgal;pcktgal;Arcade;;;;;;;;;;;;;;
penbros;penbros;Arcade;;;;;;;;;;;;;;
pengadvb;pengadvb;Arcade;;;;;;;;;;;;;;
pengo;pengo;Arcade;;;;;;;;;;;;;;
pepper2;pepper2;Arcade;;;;;;;;;;;;;;
perfrman;perfrman;Arcade;;;;;;;;;;;;;;
peterpak;peterpak;Arcade;;;;;;;;;;;;;;
phelios;phelios;Arcade;;;;;;;;;;;;;;
phoenix;phoenix;Arcade;;;;;;;;;;;;;;
pignewt;pignewt;Arcade;;;;;;;;;;;;;;
pigout;pigout;Arcade;;;;;;;;;;;;;;
pinbo;pinbo;Arcade;;;;;;;;;;;;;;
pingpong;pingpong;Arcade;;;;;;;;;;;;;;
pirates;pirates;Arcade;;;;;;;;;;;;;;
pisces;pisces;Arcade;;;;;;;;;;;;;;
pistoldm;pistoldm;Arcade;;;;;;;;;;;;;;
pitfall2;pitfall2;Arcade;;;;;;;;;;;;;;
pitfight;pitfight;Arcade;;;;;;;;;;;;;;
pktgaldx;pktgaldx;Arcade;;;;;;;;;;;;;;
plegends;plegends;Arcade;;;;;;;;;;;;;;
pleiads;pleiads;Arcade;;;;;;;;;;;;;;
plusalph;plusalph;Arcade;;;;;;;;;;;;;;
pokonyan;pokonyan;Arcade;;;;;;;;;;;;;;
polepos;polepos;Arcade;;;;;;;;;;;;;;
polepos2;polepos2;Arcade;;;;;;;;;;;;;;
pollux;pollux;Arcade;;;;;;;;;;;;;;
ponpoko;ponpoko;Arcade;;;;;;;;;;;;;;
pooyan;pooyan;Arcade;;;;;;;;;;;;;;
popeye;popeye;Arcade;;;;;;;;;;;;;;
popflame;popflame;Arcade;;;;;;;;;;;;;;
pow;pow;Arcade;;;;;;;;;;;;;;
powerins;powerins;Arcade;;;;;;;;;;;;;;
prehisle;prehisle;Arcade;;;;;;;;;;;;;;
progear;progear;Arcade;;;;;;;;;;;;;;
progress;progress;Arcade;;;;;;;;;;;;;;
pspikes;pspikes;Arcade;;;;;;;;;;;;;;
psurge;psurge;Arcade;;;;;;;;;;;;;;
psychic5;psychic5;Arcade;;;;;;;;;;;;;;
psychos;psychos;Arcade;;;;;;;;;;;;;;
puckman;puckman;Arcade;;;;;;;;;;;;;;
puckpkmn;puckpkmn;Arcade;;;;;;;;;;;;;;
pulirula;pulirula;Arcade;;;;;;;;;;;;;;
pulsar;pulsar;Arcade;;;;;;;;;;;;;;
punchout;punchout;Arcade;;;;;;;;;;;;;;
punisher;punisher;Arcade;;;;;;;;;;;;;;
punkshot;punkshot;Arcade;;;;;;;;;;;;;;
puyo;puyo;Arcade;;;;;;;;;;;;;;
pwrinst2;pwrinst2;Arcade;;;;;;;;;;;;;;
qbert;qbert;Arcade;;;;;;;;;;;;;;
qbertqub;qbertqub;Arcade;;;;;;;;;;;;;;
quartet;quartet;Arcade;;;;;;;;;;;;;;
r2dx_v33;r2dx_v33;Arcade;;;;;;;;;;;;;;
rabiolep;rabiolep;Arcade;;;;;;;;;;;;;;
radarscp;radarscp;Arcade;;;;;;;;;;;;;;
radrad;radrad;Arcade;;;;;;;;;;;;;;
raflesia;raflesia;Arcade;;;;;;;;;;;;;;
raiden;raiden;Arcade;;;;;;;;;;;;;;
raiden2;raiden2;Arcade;;;;;;;;;;;;;;
raidendx;raidendx;Arcade;;;;;;;;;;;;;;
raiders5;raiders5;Arcade;;;;;;;;;;;;;;
raimais;raimais;Arcade;;;;;;;;;;;;;;
rallyx;rallyx;Arcade;;;;;;;;;;;;;;
rambo3;rambo3;Arcade;;;;;;;;;;;;;;
rastan;rastan;Arcade;;;;;;;;;;;;;;
razmataz;razmataz;Arcade;;;;;;;;;;;;;;
rbisland;rbisland;Arcade;;;;;;;;;;;;;;
rbislande;rbislande;Arcade;;;;;;;;;;;;;;
reactor;reactor;Arcade;;;;;;;;;;;;;;
redbaron;redbaron;Arcade;;;;;;;;;;;;;;
redearth;redearth;Arcade;;;;;;;;;;;;;;
redufo;redufo;Arcade;;;;;;;;;;;;;;
regulus;regulus;Arcade;;;;;;;;;;;;;;
renegade;renegade;Arcade;;;;;;;;;;;;;;
repulse;repulse;Arcade;;;;;;;;;;;;;;
rescraid;rescraid;Arcade;;;;;;;;;;;;;;
rescue;rescue;Arcade;;;;;;;;;;;;;;
retofinv;retofinv;Arcade;;;;;;;;;;;;;;
rezon;rezon;Arcade;;;;;;;;;;;;;;
ribbit;ribbit;Arcade;;;;;;;;;;;;;;
ringdest;ringdest;Arcade;;;;;;;;;;;;;;
riot;riot;Arcade;;;;;;;;;;;;;;
riotcity;riotcity;Arcade;;;;;;;;;;;;;;
roadblst;roadblst;Arcade;;;;;;;;;;;;;;
roadrunn;roadrunn;Arcade;;;;;;;;;;;;;;
robby;robby;Arcade;;;;;;;;;;;;;;
robocop;robocop;Arcade;;;;;;;;;;;;;;
robocop2;robocop2;Arcade;;;;;;;;;;;;;;
robokid;robokid;Arcade;;;;;;;;;;;;;;
rockrage;rockrage;Arcade;;;;;;;;;;;;;;
rocnrope;rocnrope;Arcade;;;;;;;;;;;;;;
rodland;rodland;Arcade;;;;;;;;;;;;;;
rohga;rohga;Arcade;;;;;;;;;;;;;;
roishtar;roishtar;Arcade;;;;;;;;;;;;;;
rollerg;rollerg;Arcade;;;;;;;;;;;;;;
rompers;rompers;Arcade;;;;;;;;;;;;;;
rougien;rougien;Arcade;;;;;;;;;;;;;;
roundup;roundup;Arcade;;;;;;;;;;;;;;
route16;route16;Arcade;;;;;;;;;;;;;;
rshark;rshark;Arcade;;;;;;;;;;;;;;
rthun2;rthun2;Arcade;;;;;;;;;;;;;;
rthunder;rthunder;Arcade;;;;;;;;;;;;;;
rtype;rtype;Arcade;;;;;;;;;;;;;;
rtype2;rtype2;Arcade;;;;;;;;;;;;;;
rtypeleo;rtypeleo;Arcade;;;;;;;;;;;;;;
rygar;rygar;Arcade;;;;;;;;;;;;;;
ryujin;ryujin;Arcade;;;;;;;;;;;;;;
s1945;s1945;Arcade;;;;;;;;;;;;;;
s1945ii;s1945ii;Arcade;;;;;;;;;;;;;;
s1945iii;s1945iii;Arcade;;;;;;;;;;;;;;
sabotenb;sabotenb;Arcade;;;;;;;;;;;;;;
sailormn;sailormn;Arcade;;;;;;;;;;;;;;
salamand;salamand;Arcade;;;;;;;;;;;;;;
samuraia;samuraia;Arcade;;;;;;;;;;;;;;
sandscrp;sandscrp;Arcade;;;;;;;;;;;;;;
saturnzi;saturnzi;Arcade;;;;;;;;;;;;;;
sbagman;sbagman;Arcade;;;;;;;;;;;;;;
sci;sci;Arcade;;;;;;;;;;;;;;
scobra;scobra;Arcade;;;;;;;;;;;;;;
scontra;scontra;Arcade;;;;;;;;;;;;;;
scorpion;scorpion;Arcade;;;;;;;;;;;;;;
scotrsht;scotrsht;Arcade;;;;;;;;;;;;;;
scramble;scramble;Arcade;;;;;;;;;;;;;;
scregg;scregg;Arcade;;;;;;;;;;;;;;
sdfight;sdfight;Arcade;;;;;;;;;;;;;;
sdgndmps;sdgndmps;Arcade;;;;;;;;;;;;;;
sdi;sdi;Arcade;;;;;;;;;;;;;;
searchar;searchar;Arcade;;;;;;;;;;;;;;
secretag;secretag;Arcade;;;;;;;;;;;;;;
sectionz;sectionz;Arcade;;;;;;;;;;;;;;
seganinj;seganinj;Arcade;;;;;;;;;;;;;;
seicross;seicross;Arcade;;;;;;;;;;;;;;
selfeena;selfeena;Arcade;;;;;;;;;;;;;;
senjyo;senjyo;Arcade;;;;;;;;;;;;;;
sf;sf;Arcade;;;;;;;;;;;;;;
sf2;sf2;Arcade;;;;;;;;;;;;;;
sf2ce;sf2ce;Arcade;;;;;;;;;;;;;;
sf2hf;sf2hf;Arcade;;;;;;;;;;;;;;
sfa;sfa;Arcade;;;;;;;;;;;;;;
sfa2;sfa2;Arcade;;;;;;;;;;;;;;
sfa3;sfa3;Arcade;;;;;;;;;;;;;;
sfiii;sfiii;Arcade;;;;;;;;;;;;;;
sfiii2;sfiii2;Arcade;;;;;;;;;;;;;;
sfiii3;sfiii3;Arcade;;;;;;;;;;;;;;
sfposeid;sfposeid;Arcade;;;;;;;;;;;;;;
sftm;sftm;Arcade;;;;;;;;;;;;;;
sfx;sfx;Arcade;;;;;;;;;;;;;;
sfz2al;sfz2al;Arcade;;;;;;;;;;;;;;
sgemf;sgemf;Arcade;;;;;;;;;;;;;;
sgladiat;sgladiat;Arcade;;;;;;;;;;;;;;
shackled;shackled;Arcade;;;;;;;;;;;;;;
shadfrce;shadfrce;Arcade;;;;;;;;;;;;;;
shadowld;shadowld;Arcade;;;;;;;;;;;;;;
shadoww;shadoww;Arcade;;;;;;;;;;;;;;
shangkid;shangkid;Arcade;;;;;;;;;;;;;;
shangon;shangon;Arcade;;;;;;;;;;;;;;
sharkatt;sharkatt;Arcade;;;;;;;;;;;;;;
sharrier;sharrier;Arcade;;;;;;;;;;;;;;
shdancer;shdancer;Arcade;;;;;;;;;;;;;;
shinobi;shinobi;Arcade;;;;;;;;;;;;;;
shocking;shocking;Arcade;;;;;;;;;;;;;;
shogwarr;shogwarr;Arcade;;;;;;;;;;;;;;
shollow;shollow;Arcade;;;;;;;;;;;;;;
shootout;shootout;Arcade;;;;;;;;;;;;;;
sidearms;sidearms;Arcade;;;;;;;;;;;;;;
silentd;silentd;Arcade;;;;;;;;;;;;;;
silkroad;silkroad;Arcade;;;;;;;;;;;;;;
silkworm;silkworm;Arcade;;;;;;;;;;;;;;
silvmil;silvmil;Arcade;;;;;;;;;;;;;;
simpsons;simpsons;Arcade;;;;;;;;;;;;;;
skullxbo;skullxbo;Arcade;;;;;;;;;;;;;;
skyadvnt;skyadvnt;Arcade;;;;;;;;;;;;;;
skyarmy;skyarmy;Arcade;;;;;;;;;;;;;;
skybump;skybump;Arcade;;;;;;;;;;;;;;
skydiver;skydiver;Arcade;;;;;;;;;;;;;;
skyfox;skyfox;Arcade;;;;;;;;;;;;;;
skykiddx;skykiddx;Arcade;;;;;;;;;;;;;;
skylancr;skylancr;Arcade;;;;;;;;;;;;;;
skyrobo;skyrobo;Arcade;;;;;;;;;;;;;;
skyskipr;skyskipr;Arcade;;;;;;;;;;;;;;
skysmash;skysmash;Arcade;;;;;;;;;;;;;;
skysoldr;skysoldr;Arcade;;;;;;;;;;;;;;
slammast;slammast;Arcade;;;;;;;;;;;;;;
smashtv;smashtv;Arcade;;;;;;;;;;;;;;
snapjack;snapjack;Arcade;;;;;;;;;;;;;;
snapper;snapper;Arcade;;;;;;;;;;;;;;
snowbro2;snowbro2;Arcade;;;;;;;;;;;;;;
snowbro3;snowbro3;Arcade;;;;;;;;;;;;;;
snowbros;snowbros;Arcade;;;;;;;;;;;;;;
sokonuke;sokonuke;Arcade;;;;;;;;;;;;;;
solarfox;solarfox;Arcade;;;;;;;;;;;;;;
soldivid;soldivid;Arcade;;;;;;;;;;;;;;
sonicbom;sonicbom;Arcade;;;;;;;;;;;;;;
sonson;sonson;Arcade;;;;;;;;;;;;;;
spacedx;spacedx;Arcade;;;;;;;;;;;;;;
spacefb;spacefb;Arcade;;;;;;;;;;;;;;
spaceod;spaceod;Arcade;;;;;;;;;;;;;;
spang;spang;Arcade;;;;;;;;;;;;;;
sparkman;sparkman;Arcade;;;;;;;;;;;;;;
spatter;spatter;Arcade;;;;;;;;;;;;;;
spclaser;spclaser;Arcade;;;;;;;;;;;;;;
speakres;speakres;Arcade;;;;;;;;;;;;;;
spec2k;spec2k;Arcade;;;;;;;;;;;;;;
spectar;spectar;Arcade;;;;;;;;;;;;;;
speedbal;speedbal;Arcade;;;;;;;;;;;;;;
speedspn;speedspn;Arcade;;;;;;;;;;;;;;
spelunk2;spelunk2;Arcade;;;;;;;;;;;;;;
spelunkr;spelunkr;Arcade;;;;;;;;;;;;;;
spf2t;spf2t;Arcade;;;;;;;;;;;;;;
spiders;spiders;Arcade;;;;;;;;;;;;;;
spinlbrk;spinlbrk;Arcade;;;;;;;;;;;;;;
splatter;splatter;Arcade;;;;;;;;;;;;;;
spnchout;spnchout;Arcade;;;;;;;;;;;;;;
spy;spy;Arcade;;;;;;;;;;;;;;
spyhunt;spyhunt;Arcade;;;;;;;;;;;;;;
spyhunt2;spyhunt2;Arcade;;;;;;;;;;;;;;
squash;squash;Arcade;;;;;;;;;;;;;;
sraider;sraider;Arcade;;;;;;;;;;;;;;
sranger;sranger;Arcade;;;;;;;;;;;;;;
srdarwin;srdarwin;Arcade;;;;;;;;;;;;;;
srdmissn;srdmissn;Arcade;;;;;;;;;;;;;;
srumbler;srumbler;Arcade;;;;;;;;;;;;;;
ssf2;ssf2;Arcade;;;;;;;;;;;;;;
ssf2t;ssf2t;Arcade;;;;;;;;;;;;;;
ssi;ssi;Arcade;;;;;;;;;;;;;;
ssmissin;ssmissin;Arcade;;;;;;;;;;;;;;
ssoldier;ssoldier;Arcade;;;;;;;;;;;;;;
ssprint;ssprint;Arcade;;;;;;;;;;;;;;
ssriders;ssriders;Arcade;;;;;;;;;;;;;;
sstingry;sstingry;Arcade;;;;;;;;;;;;;;
sstriker;sstriker;Arcade;;;;;;;;;;;;;;
stagger1;stagger1;Arcade;;;;;;;;;;;;;;
starfigh;starfigh;Arcade;;;;;;;;;;;;;;
starforc;starforc;Arcade;;;;;;;;;;;;;;
starjack;starjack;Arcade;;;;;;;;;;;;;;
starwars;starwars;Arcade;;;;;;;;;;;;;;
stdragon;stdragon;Arcade;;;;;;;;;;;;;;
stg;stg;Arcade;;;;;;;;;;;;;;
stinger;stinger;Arcade;;;;;;;;;;;;;;
stlforce;stlforce;Arcade;;;;;;;;;;;;;;
stmblade;stmblade;Arcade;;;;;;;;;;;;;;
strahl;strahl;Arcade;;;;;;;;;;;;;;
stratgyx;stratgyx;Arcade;;;;;;;;;;;;;;
stratof;stratof;Arcade;;;;;;;;;;;;;;
streetsm;streetsm;Arcade;;;;;;;;;;;;;;
strider;strider;Arcade;;;;;;;;;;;;;;
strkforc;strkforc;Arcade;;;;;;;;;;;;;;
subroc3d;subroc3d;Arcade;;;;;;;;;;;;;;
supbtime;supbtime;Arcade;;;;;;;;;;;;;;
superbon;superbon;Arcade;;;;;;;;;;;;;;
superman;superman;Arcade;;;;;;;;;;;;;;
superpac;superpac;Arcade;;;;;;;;;;;;;;
supertnk;supertnk;Arcade;;;;;;;;;;;;;;
superx;superx;Arcade;;;;;;;;;;;;;;
suprglob;suprglob;Arcade;;;;;;;;;;;;;;
suprloco;suprloco;Arcade;;;;;;;;;;;;;;
suprmous;suprmous;Arcade;;;;;;;;;;;;;;
suprmrio;suprmrio;Arcade;;;;;;;;;;;;;;
suprridr;suprridr;Arcade;;;;;;;;;;;;;;
suprtrio;suprtrio;Arcade;;;;;;;;;;;;;;
suratk;suratk;Arcade;;;;;;;;;;;;;;
svolley;svolley;Arcade;;;;;;;;;;;;;;
swat;swat;Arcade;;;;;;;;;;;;;;
swatpolc;swatpolc;Arcade;;;;;;;;;;;;;;
swimmer;swimmer;Arcade;;;;;;;;;;;;;;
syvalion;syvalion;Arcade;;;;;;;;;;;;;;
szaxxon;szaxxon;Arcade;;;;;;;;;;;;;;
tactcian;tactcian;Arcade;;;;;;;;;;;;;;
talbot;talbot;Arcade;;;;;;;;;;;;;;
tangtang;tangtang;Arcade;;;;;;;;;;;;;;
tankbatt;tankbatt;Arcade;;;;;;;;;;;;;;
